Tanggapan,L_Layanan,L_Fasilitas
"Tolong lapangan asrama diperbaiki, agar anak2 bisa menikmati fasilitas olahraga dengan mudah. terutama ring basket",0,0
menjadi lebh baik lagi,0,0
Untuk sekarang belum ada,0,0
lebih ditingkatkan lagi pelayanannya,0,1
Lebih d per Bagus lagi,0,0
-,1,1
"sudah bagus,pertahankan",0,0
iya deh,1,1
-,0,0
-,0,0
bagus,0,0
-,1,1
Mantap,0,1
-,0,0
Terus ditingkatkan lagi pelayanannya,0,0
Terkait biaya di bagian pusat bahasa saya sebagai mahasiswa merasa dirugikan karena harga yang tidak sesuai dengan pelayanan yang diberikan dan kegiatan ini pun mempengaruhi matkul tertentu,0,0
supaya layanan dibidang layanan pusat bahasa semakin baik,0,0
ditingkatkan,0,1
awesome,1,0
tingkatkan,0,0
tidak ada,0,0
sudah baik,0,0
sidah mendukung,0,0
Lebih memperbaiki aspek yang ada di bidang layanan pusat bahasa,0,0
"metode-metode belajarnya untuk esap lebih divariasikan, dan petugas yang megurusi pendaftaran harap lebih ramah",0,0
sudah cukup baik.,0,0
tidak ada,0,0
Sudah bagus dan cukup.,0,0
cukup,0,0
di peramah lagi,1,0
ditingkatkan kembali fasilitasnya,0,0
mantap,1,1
Cukup,1,0
Sudah cukup bagus,0,0
Sudah baik,0,0
nuhun sabandungan,1,1
good enough,0,0
Lebih Baik,0,0
saya kurang mengetahui tentang pusat bahasa,0,0
sudah lebih baik,0,0
bagus sekali,0,0
loket antrian diperbanyak,0,0
good,0,0
tingkatkan lagi,0,0
Lebih memperlengkap fasilitas yang mendukung kegiatan belajar,0,0
saya tidak pernah,0,0
-,0,0
Sebaiknya dipisahkan pendaftran dan pengambilan sertifikat,1,1
puas,0,0
ntap,1,1
pertahankan yang sudah ada,1,1
all is good,0,0
sudah bagus,0,0
belum pernah kesana,0,0
Sangat mendukung saya,0,0
sudah bagus,0,0
dfghjklfgchjk,0,0
good,0,0
tidak ada,0,0
tingkatkan,0,0
sudah cukup bagus,0,0
JANGAN DIPERSULIT,0,0
tetap berkembang,0,1
baik,0,0
Saya kurang mebgerti,0,0
sangat baik,0,1
sudah bagus,1,0
sangat baik,0,0
-,0,0
bagus,0,0
sudah baik,0,1
sudah baik,0,1
cukup,0,0
Udah cukup,0,0
"bagus sih, cuma kenapa sekarang menjadi kegiatan yg sangat komersil sekali.esap klo diwajibin itu digratisin coba.",0,1
asd,0,0
bagus,1,0
"harga terlalu mahal.oleh karena itu, saya tidak ikut waktu itu.",0,0
Headsetnya kurang enak dipakai,1,1
-,0,0
Sudah cukup baik,1,1
-,0,0
Sebaiknya perlu diadakan sosialisasi tentang LAC dan jenis- jenis kursus di LAC,1,1
terlalu memakan banyak biaya,0,0
sudah bagus,0,1
layanan sudah baik,0,1
biaya terlalu mahal untuk retake,0,0
"Sudah bagus, lanjutkan dan lebih baik lagi",1,1
gedung kuliah teknik pake ac,0,0
Tingkatkan terus,0,0
semoga lebih baik lagi kedepannya,0,0
"baik, karena sudah tidak berurusan lagi dengan pusat bahasa",0,0
Tingktakn pelanyannya,0,1
"belum tau, tidak bisa kasih masukan",0,1
lebih ditingkatkan lagi dalam pelayanan nya.,0,1
sudah sangat baik layanannya tetap dipertahankan,0,0
coba agar jadwal pencetakan hasil eprt dipercepat lagi,0,0
lebih diperbanyak latihan bahasa secara gratis,1,0
sudah memadai,1,1
jika mengirim email berbahasa inggris lengkapilah dengan bahasa indonesianya,1,1
tidak tahu,0,1
sudah baik,1,1
Sudah baik,0,0
suda bagus,0,0
dipermudah dalam melakukan test dan juga les bahasa,0,0
selalu berinovasi dalam memberikan pelayanan,0,0
Semoga dapat diadakan pelatihan atau pre-test sebelum eprt calus,1,1
"baik nyaman, jaga performasi pusat bahasa",0,0
sepenuhnya sudah oke,0,0
fasilitas lebih ditigkatkan saja,0,0
Lebih di maksimalkan lagi,1,0
Lebih meningkatkan lagi,0,0
Kurangnya informasi,0,0
perlu di tingkatkan kembali pelayanan nya,0,0
bagus,0,0
udah cukup baik,0,0
lumayan cepat,1,1
tidak,1,0
"lebih ditingkatkan lagi pelayanannya, kantin FIK diadain ya tolong.",0,1
-,0,0
tidak ada,0,0
Jelas.,0,0
fasilitas diperbaharui,0,0
.,0,1
sudah baik,0,0
-,0,0
-,0,0
"sudah baik dan cukup memadai, harap harap dipertahankan",0,0
Tingkatkan lagi,0,0
Bagus tetapi harus upgrade audionya,0,0
Turunkan biaya les nya. Terlalu mahal untuk mahasiswa,1,1
cukup baik,0,1
Baik,0,0
-,0,1
sangat baik dan nyaman,1,0
harap ditingkatkan kembali layanan pusat bahasa,0,0
Bagus dan sudah maksimal,1,1
english day,1,0
tidak ada,0,1
sudah baik,0,0
Tidak ada,0,0
-,0,0
lebih ditingkatkan,0,0
lac sudah bagus,0,0
SIP,0,0
jika bisa untuk pelayanan pusat bahasa dibuat lebih menarik/semenarik mungkin agar menari perhatian pada semua mahasiswa.,1,1
fasilitasnnya di tambah lagi agar lebih nyaman digunakan,0,1
Sudah baik,0,0
adakan les bahasa inggris gratis,0,0
lebih di tingkatkan kualitasnya,0,0
Seharusnya ecct tidak memungut biaya lagi,1,0
tidak mengetahui,0,0
baik,1,1
-,0,1
sudah baik secara keseluruhan,1,0
Bagusss,0,0
semoga lebih baik,1,1
Lebih ditingkatkan,0,0
Belum pernah di sosialisasikan,0,0
tidak ada,0,0
Sudah baik,0,0
-,0,0
jika ada yang kurang atau rusak segera di perbaiki,1,1
good,1,1
dan Tingkatkan,0,0
kurangnya informasi tentang layanan yang dilakukan pusat bahasa,0,0
perpus diperbesar lagi,0,0
no comment,0,0
Bagus dan dipermudahkan lagi,0,0
sudak cukup baik,0,1
-,1,1
Ok,1,1
Pertahankan layanannya,0,0
sangat baik,1,1
sangat buruk! mahasiswa dipaksa untuk mengikuti esap dan itu bayar untuk mendapatkan nilai bahas inggris yang bagus,0,0
Lebih ditingkatkan,0,0
Sudah cukup baik dan cukup memadai,0,0
sudah baik,0,0
Layanan pusat bahasa telkom sudah baik kinerjanya,0,1
sudah bagus,1,1
sudah bagus,0,0
lebih di publikasikan lagi,0,0
lebih baik lagi,0,0
Belum pernah menggunakan layanan pusat bahasa,0,0
No comment,0,0
Tolong diperbaiki.,0,0
O,0,1
Lebih je formal,0,0
tidak ada,0,0
-,0,0
"ketika saya mau daftar lac membership itu antri sangat panjang mungkin bisa diperbanyak lagi cs nya. terus tidak ada yg bisa dihubungi layanan pusat bahasa itu jadi sangat sulit mendapatkan informasinya. dan untuk cara daftar, bagaimana, dan apa itu lac membership seharusnya lebih disosialisasikan",1,1
tingkatkan lagi,0,0
Ada,1,1
Cukup bagus,1,1
:),0,0
bagus,1,1
cukup baik,0,0
baik,0,0
diperbagus lagi layanan pusat bahasanya dan dipermudah lagi bagi mahasiswa yang membutuhkan les bahasa,0,0
cukup.,0,0
sudah bagus,0,0
ga,0,0
tingkatkan lagi,0,0
Nothing,0,0
semoga lebih baik kedepannya,1,1
dikembangkan lagi,0,0
sudah baik,0,0
Sudah lebih baik dan perlu di tingkatkan lagi,0,0
,0,1
sudah baik dan barang yg ada juga lengkap,0,1
Sudh baik,0,1
baik,0,1
very good getting ahead and no mera ono,1,1
cukup baik,0,0
sudah sangat baik dan membangun karakter mahasiswa dengan baik,0,0
saya tidak mengikuti layanan pusat bahasa,1,1
everything about money,1,1
tidak ada,0,0
Bagus,0,0
sudah baik,0,0
lebih tingkatkan lagi pelayanannya,1,1
MAHAL,0,0
Tingkatkan kinerja kerja team bahasa,0,0
"masih sangat kurang dalam pelayanan, misalnya saja sudah dijanjikan 3 hari selesai dalam menerjakan EPRT namun seminggu baru dapat dicetak ataupun dilegalisir. pusat bahasa masih banyak yang harus ditingkatkan lagi dalam melayani mahasiswa.",0,0
baik tingkatkan,0,0
sudah baik,1,1
a,0,0
di tingkatkan,1,0
lebih ditingkatkan kembali pelayanan bahasa,0,0
cukup baik,1,1
sudah cukup baik dalam layanan pusat bahasa,1,1
Mantap,0,0
lebih diperbaiki,0,0
sudah baikk,0,0
Tidak tahu,0,0
sudah baik,0,0
Tidak ada,0,1
tingkatkan,1,1
Basgis,0,1
fasilitas kurang memadai,1,1
,1,1
Lebih ditingkatkan lagi,1,1
udah lumayan (mungkin),1,1
aaa,1,1
tidak ada,0,0
Ok,0,0
bagus,0,0
bagus,1,1
"layanan pusat bahasa sudah cukup bagus, hanya perlu di tingkatkan lagi pelayanan nya saja.",0,0
mohon lebih ditingkatkan lagi,0,0
Informasi yg diberikan terhadap mahasiswa kurang,0,0
semoga semakin baik,0,0
lebih di tingkatkan lagi,0,0
"semua sudah bagus,tingkatkan",0,0
lebih tingkatkan,0,0
Kembangkan,0,0
layanan di pusat bahasa sudah bagus dan selalu di respon dengan cepat,0,0
Cukup,1,1
sudah bagus apalagi dengan adanya test-test gratis,0,0
tingkatkan lagi,0,0
sudah baik. keep up the good work!,0,0
cukup,0,0
-,0,0
ooo,1,1
baik sekali,0,0
do the best,0,0
Saya berharap biasa bertambah baik.,0,0
-,0,0
Baik,0,1
Perbaiki kinarja yang skrg,1,1
bagus,0,0
cukup baik,0,0
sudah baik,0,0
baik,0,0
layanan pusat bahasa sudah menjadi pusat mahasiswa dalam menambah referensi belajar,0,0
Tingkatkan,0,0
memadai.,0,0
mantap,0,1
sudah cukup baik,1,1
cukup baik,0,0
lebih ramah lagi ya mba,0,1
tingkatkan,0,0
sudah baik,0,0
saya tidak mengikuti layanan bahasa,0,0
lebih baik lagi,1,1
Bagus,0,0
sudah bagus,1,1
katanya bagus banget,1,0
layanan di pusat bahasa sudah baik,0,0
lebih back dal am mengedarkan informs,0,0
Semoga lebih bisa memberikan layanan yg lebih baik,0,0
sudah baik,0,0
diperbanyak native spreakernya,1,1
sangat memuaskan dan lengkap,1,1
sudah cukup baik tolong dipertahankan,0,0
baik,0,0
tingkatkan,0,0
Nice,0,0
lebih ditingkatkan,0,0
Tingkatkan fasilitas,0,1
-,0,0
Bagus,0,0
sudah memadai,0,0
.,0,0
Peningkatan terhadap info yang ada di pusat bahasa kepada seluruh warga Tel-U.,1,1
Lebih terbuka lagi kepada masyarakat luas agar lebih banyak lagi mengetahui tentang layanan pusat bahas,0,1
Baik,0,0
-,0,0
lumayan baik,0,0
pusat bahasa pun sudah bagus,0,0
Sudah baik sih,1,1
Lebih baik lagi dalam pelayanannya,1,1
masih belum tau layanan apa yang diberikan,0,0
sudah baik. pertahankan!,0,0
Semoga pusat bahasa kedepannya lebih baik lagi,0,0
Pas,0,0
"sebaiknya tambah lagi ruangan, seperti untuk koleksi bahasa jerman, bahasa inggris, bahasa jepang, agar mahasiswa lebih bersemangat dalam mempelajari bahasa asing. tentunya telkom university pasti bangga melahirkan generasi muda yang penuh bakat di bidang bahasa. bagi saya, mahasiswa teknik fisika juga ingin belajar dan mendapatkan fasilotas yang layak untuk belajar bahasa jerman selain bahasa inggris.",0,0
dikembangkan lagi penawaran untuk kursus bahasa inggris.,1,1
sudah baik,1,1
Pelayanan Sudah Bagus,0,1
---,0,0
-,1,1
"Sarannya lebih di tingktkan lgi jika ada yg minus, karna sejuh ini saya lihat pusat bahasa berjalan bagus",0,0
kurang,0,1
cukup memuaskan,0,0
Bagus sekali,0,0
-,0,0
sudah baik,0,1
baik,0,0
Harus lebih baik lagi,0,1
Harus lebih baik,0,0
memperluas informasi tentang pusat bahasa karena banyak yang tidak tau,0,0
sudah bagus,0,0
mohon di perbaiki,0,0
Lanjutkan,0,0
Lebih di tingkatkan dalam pelayanannya,0,0
belum pernah mengikuti fasilitas di pusat bahas,0,0
sudah baik,0,0
Baik,0,1
Untuk pusat bahasa di harap lebih transparan untuk informasinya terimakasih,1,1
sudah cukup baik,0,0
"informasi harusnya selalu di update di igraciass, bukan hanya di dalam gedung saja",0,0
sudah membantu untuk kelangsungan mahasiswa dalam perkuliahan,1,1
sangat bagus,0,0
sudah cukup memadai,0,0
bagus,0,0
Sudah baik,0,0
sudah baik,1,1
Sudah cukup baik,0,0
"layanan pi=usat bahsa di telkom university sudah baik,dan semoga kedepanyya bisa lebih baik lagi.",0,0
lebih di perbanyak informasi lagi,0,0
lebih ditingkatkan lagi,0,0
,0,0
cukup baik,0,0
tingkatkan lagi,0,1
tidak ada,1,1
Sudah bagus,0,0
bagus,0,0
biasa aja,0,0
diperbagus lagi,1,1
bagus,1,1
cukup,0,0
Sudah sangat baik,0,0
sangat bagus,0,0
dalam layanan pusat agar lebih maju lagi,0,0
dirasa sudah cukup baik,0,0
adakan bimbingan bahasa inggris,0,0
Lebih baik lgi,1,1
cukup baik,0,1
sudah cukup bagus,0,0
semoga lebih baik,0,0
perlu ditingkatkan layanan dan fasilitasnya,0,0
agar lebih baik lagi,1,1
baik,0,1
yabgus,1,0
baik,0,1
bla,0,0
its been good,0,0
bagus,0,0
lebih ditingkatkan,0,1
Kenapa tes TOEFL untuk syarat TA/Skripsi harus di dalam kampus?,1,1
,0,0
Good.,1,1
harus lebih baik,0,0
kurang,0,0
"sudah cukup baik, tapi saya rasa untuk mahasiswa s2 manajemen SANGAT TIDAK merasakan layanan yang di sediakan, lokasi pusat bahasa sangat jauh dari lokasi kampus gegerkalong",0,1
"headset saat eprt mati, jadi tidak maksimal",0,0
"diperjelas lagi data data yang masuk,sehinggga tiak membuat mhasiswa bingung",1,1
Semoga semakin maju,1,1
Cukup bagus,1,1
bagus,0,0
tingkatkan lagi pelayanannya,1,1
tetap melakukan improvement dan inovasi,0,0
Sudah baik,1,1
tingkatkan,1,1
Sudah cukup bagus. Kualitas untuk fasilitas pusat bahasa sebaiknya diganti krn saya rasa tidak layak pakai,0,0
sudah bagus,1,1
pelayanan lebih ditingkatkan lagi,0,0
cukup,1,0
Lebih ditingkatkan lagi pusat bahasanya,1,1
"informasinya tidak tepat, tidak efektif",0,0
agar lebih di tingkatkan lagi untuk kedepannya,1,1
ok,1,1
lebih ditingkatkan lagi keramahtamahan dalam layanan di pusat bahasa,1,1
overall sudah cukup baik,1,1
Ditingkan,0,0
jadilah lebih baik lagi,0,0
N/A,1,1
"so far pelayanannya cukup bagus, mohon dipertahankan dan ditingkatkan",1,1
semoga semakin baik,0,0
semoga kedepannya bisa melengkapi fasilitas yang memadai bagi mahasiswa,0,0
pelayanan kursus bahasa inggris/esap sistemnya dibuat lebih efektif lagi,0,0
Layanan pusat bahasa sudah baik dan cukup,0,0
supaya lbih baik,0,0
semoga lebih baik lagi,1,1
Lebih baik lagi kedepannya,0,0
ditingkatkan lagi layanan pusat bahasa,1,0
pelayanannya sudah baik,0,0
baik,0,0
lebih di kembangkan lagi,0,1
tingkatkan,0,0
Belum pernah berkatian langsung,1,0
sudah baik,1,1
.,1,1
-,0,0
,0,0
lebih ramah dan responsif serta alat alat tolong untuk diperhatikan,0,0
"bagus, sangat memuaskan",0,0
"sudah baik, tingkatkan fasilitas yang kurang.",0,0
saya kurang tahu,0,0
-,1,1
"pelayanan pusat bahasa diharapkan dapat ditingkatkan lagi, jam kerja harap lebih dipatuhi karena terkadang tidak sesuai dengan yang sudah ditetapkan sehingga mahasiswa harus menunggu lama untuk mendapatkan pelayanan",1,1
sudah cukup baik,0,0
"lab komputer akuntansi kenapa selalu kalah di banding ,lab komputer mbti, akuntansi diberi komputer pentium 4 yang kinerja nya sudah sangat lemot, sedangkan mbti diberi komputer iMac yang kinerja komputernya jelas lebih cepat",0,1
ditingkatkan lagi,0,0
"pada waktu ESAP seringkali kami tidak dapat ruang memadai dan mengharuskan kami mengantri cukup lama, padahal kami sudah mendaftar ke bagian yang seharusnya tidak mengantri.",0,0
,0,0
nothing,1,1
sangat bagus,1,1
Sangat baik,0,1
Sudah bagus,0,1
sangat baik,0,0
lebih di tingkatkan,0,0
agar lebih merata atau seluruh siswa nahkan dosen dosen pun dilatih,0,0
cukup baik,0,0
pusat pelayanan bahsa harus lebih sering mengadakan tes eprt gratis dan mengupgrade kuotanya,0,0
-,0,0
lebih baik,0,0
tidak ada,1,1
lebih ditingkatkan lagi,0,0
tolong diperbaiki lagi,0,1
"jika sering mengadakan rapat, sebaiknya tidak menggangu jam operasional pelayanan",0,0
mengapa eprt dan ecct ? mengapa universitas telkom tidak menerapkan toefl atau ielts ? kami butuh toefl atau ielts yang lebih dikenal oleh masyarakat luas,0,0
kurang mengerti dengan pusat bahasa,0,0
lebih lengkap,0,0
.,0,0
sudah baik,1,1
-,0,0
sejauh ini yang saya rasakan sudah mmenuhi standart aturan kampus,0,0
Sudah bagus,0,0
"Layanan sudah baik, dan lebih ditingkatkan lagi",1,1
Sediakan gedung khusus untuk pusat bahasa,1,1
Sudah lumayan tapi ada kalanya para staff kurang ramah,1,1
-,0,0
belum pernah,0,0
blum pernah pakai,0,0
Okee,1,1
Good,0,0
supaya leih baik lagi,0,0
-,0,0
-,0,0
---,0,1
kurang,0,0
Tingkatkan,0,0
Tingkatkan,0,0
Bagus,0,0
asdasd,0,0
sudah baik,0,0
"sudah puas, hanya pada saat tes listening, terkadang kurang terdengar karena menggema",0,1
saya gembira,0,0
bagus,0,0
No comment,0,0
layanan pusat bahasa sudah cukup baik,0,0
lebih professional lagi dalam hal antrian ESAP,0,0
sudah cukup,1,1
cukup,0,0
cukup,1,1
sudah baik,1,1
belum sempat mennikmati layanan tsb,0,0
sudah bagus,0,1
mungkin lebih memboomingkan agar pusat bahasa dapat dipergunakan sebagaimana mestinya,0,0
sudah bagus,0,1
sangat baik,1,1
Cukup baik,0,0
hmm,0,0
-,0,0
lebih baik lagi,1,1
Good,0,0
Lebih terbuka,0,0
terus kembangkan,0,0
-,0,0
"terlalu mahal , berikan harga yang terjangkau",0,0
keren. tolong di feb juga di promosikan. saya malah kurang tau tentang pusat bahasa ini,0,0
seharusnya beri kesempatan mahasiswa untuk mencoba lebih dari 3 kali untuk mengikuti tes dikarenakan untuk mengukur seberapa jauh progress mahasiswa tersebut dalam bahasa inggris,0,0
"sudah baik, tingkatkan lagi",1,0
bagus,0,0
Sudah baik,0,1
bagus,0,0
dipermudah,1,1
tidak ada,1,1
Baik,0,0
Bagus,0,0
mantap,0,0
bagus,0,1
"untuk lab bahasa, sudah bagus dan dipertahankan.",1,1
"sudah baik, pelayanan memuaskan,",0,0
fasilitasnya diperbarui kembali.,0,0
"sudah cukup baik, lanjutkan",0,0
"pusat bahasa hanya berfokus di IT, tolong lebih di sosialisasikan ke FIK, atau Managemen",1,0
sudah baik,0,0
tingkatkan,0,0
"saat tes TOEFL masih suka terganggu suaranya saat listening dengan headphone yg tidak nyaman,",1,1
No comment,1,0
semoga layanan pusat bahasa lebih meningkatkan kinerjanya di bidang penyebaran informasi kepada mahasiswa/i,1,1
tidak ada,0,1
semoga murah untuk test toefl,1,1
"sudah baik, ditingkatkan lagi agar menjadi lebih baik",0,0
menurut saya sudah cukup baik karena informasi tersebar merata,1,1
Baik,0,0
Layanan pusat bahasa sudah baik,0,0
"Lebih meningkatkan sarana dan fasilitas di pusat bahasa (kursi, meja, dll)",0,0
memuaskan,0,0
cukup,0,0
agar pelayanan di pusat bahasa lebih bagus lagi dan lebih cepat,1,1
tempatnya terlalu jauh untuk kampus-kampus yang ada di seberang danau. Mungkin saran aja dibkin cabangnya setiap kampus. Menjadikan mahasiswa bilingual,0,0
tingkatkan lagi,1,1
lebih disosialisasikan,0,0
ditingkatkan lagi,0,0
layanan sangat baik,0,1
lebih ditingkatkan,1,1
Sudah cukup baik.,0,0
sudah  baik,0,0
no comment,0,0
Diperbanyak kegiatan bahasa,0,0
Sudah bagus karena menyediakan berbagai macam bahasa asing. sehingga kita dapat belajar berbahasa asing,0,0
Bisa lebih baik seharusnya,1,1
-,0,0
lebih ditingkatkan lagi kualitasnya,0,0
noopee,0,0
sudah baik,0,0
semoga pelayanan bahasa bisa dipernyaman ruangannya,0,0
Agar menjadi lebih baik kedepannya,0,1
cukup bagus,0,0
-,0,0
-,1,1
sudah bagus,0,0
"sudah bagus, tidak ada masukan",0,0
tetap dikembangkan dan dijaga,0,0
sudah lumayan baik dan membantu bagi pelajaran matakuliah bahasa.,0,0
good,0,1
mudah di pahami,0,0
Sudah bagus,0,0
,0,0
ditingkatkan pelayanannya,0,0
Baik dan bagus,0,0
no komen,0,0
semoga pusat bahasa lebih baik lagi,1,0
Perfect,0,0
sudah baik,1,1
lebih baik lagi,0,0
tidak ada,0,0
cukup bagus agar diperbanyak saja membuka layanan bahsanya agar semua dapat menikmati,0,0
tidak ada,1,1
lanjutkan,0,0
tidak ada,0,0
Semoga lebih baik,0,0
Tidak ada,0,0
tidak adad,0,0
"Sediakan stopkontak lebih banyak, kursi serta meja. dan referensi buku terbitan terbaru",0,0
bagus,0,0
semoga lebih diperbaiki kekurangannya,0,0
sudah bagus,0,0
Tidak ada,0,0
Baik,0,0
Tinkatkat terus layanan dalam bidang layanan pusat bahasa Telkom university,0,0
bagus,0,0
sudah baik.,0,0
Sudah baik,0,0
suka dan bagus,0,1
sudah baik,0,0
.,0,0
-,0,0
no coment,0,0
sudah cukup baik,0,0
tidak ada.,0,0
baik,0,0
semoga lebih baik lagi,0,0
Gatau ah,0,0
-,1,0
Tidak ada,0,0
lebih baik dalam penyampaian informasi mengenai event atau progam nya,0,0
Sudah cukup.,0,0
Semakin baik aja lagi,0,0
baik,0,0
baik,0,1
sangat memuaskan.,0,0
Bagus,0,0
sudah lumayan bagus,0,0
bagus,0,0
sudah baik,0,0
perlengkapan pusat bahasa harus lebih dilengkapi agar media yang digunakan untuk melaksanakan di pusat bahasa dapat berjalan dengan baik,0,1
tidak bisa memberikan saran dan masukan karena belum pernah mengikutin kegiatan dari layanan pusat bahasa.,0,0
baik,0,0
puas,0,1
.,0,0
-,0,0
"saya mengikuti program LAC sebgai member eksklusif, setelah saya membayar saya berdialog dengan pelayan LAC, disitu ada yang sesalkan tentang penempatan jam yang bertepatan dengan kuliah saya . setiap jam yang saya pilih di program LAC selalu bertepatan dengan programnya formalnya lalu saya bertanya ke pelayannya ""bu kalau saya telat gmn bu?"", ""berarti kmu telat"", ""emang gk bisa disesuaikan gitu bu dngn jadwal saya"", ""tidak bisa sudah dari sananya"" nah apa kah saya sebagai konsumer/pelanggan tidak bisa mendapatkan pelayanan ""waktu"" yang sesuai dengan saya?",0,0
lebih baik lagi,1,1
belum pernah ke pusat bahasa,0,0
belum pernah kesana,0,0
Menurut saya sudah bagus,0,0
sudah cukup,1,1
more schedule,1,1
memuaskan,1,1
cukup,0,0
Semoga pelayanannya lebih baik lagi,0,0
sudah cukup baik,0,1
semoga semakin baik,0,0
nope,0,0
semoga makin baik,0,0
sangat baik,0,0
sudah bagus,0,0
bagus,0,0
Lebih ditingkatkan,0,0
Makin diperbaiki lagi,0,0
jadilah yang terbaik,0,0
sudah baik,0,0
Belum ada,0,1
"esap dibatasi maksimal 10 kali, sebaiknya kuota untuk esap lebih di perbanyak lagi, karena dari segi harga juga lebih mahal",0,1
sangat puas pelayanannya,0,1
sudah cukup,0,0
baik,0,0
sangat bagus,0,0
Sudah cukup baik,1,0
tidak ada,0,0
.,0,0
tidak ada,1,1
Cukup baik,1,1
Belum pernah memanfaatkannya,0,0
Perlu sosialisasi mengenai kegiatan d pusat bahasa,0,1
Implementasi layanan di Universitas Telkom dalam bidang Layanan Pusat Bahasa sudah baik,0,1
more cheap maybe hhehe,0,0
"untuk sertifikat prosesnya dipercepat, dan untuk legalisir juga, dan syarat"" untuk mengambil sertifikat mekanisme nya bisa ditinjau kembali, biar lebih efektif",0,1
sudah baik,0,1
sangat baik,0,1
sudah baik namun tempat kurang memadai,0,1
bagus,1,1
bagus,0,0
tidak profesional makan gaji buta,0,0
terus ditingkatkan,1,1
Cukup baik,1,1
Lebih dikembangkan lagi informasi dan sarananya,1,1
"untuk layanan pusat bahasa diharapkan tepat waktu saat jam istirahat dan jam buka dan tutupnya, jangan istirahat sebelum waktunya dan jangan membuat menunggu akibat jam istirahat yang lewat dari waktu yg ada di pengumuman",0,0
Bagus,0,0
"bagus sudah bagus sudah menyediakan pusat bahasa, hanya harga pendaftarannya jangan terlalu mahal",0,0
semoga pelayanan pusat bahasa kurang bisa membagi waktu,1,1
kurang sosialisasi dan pemberitahuan tentang pusat bahasa di tel-u,1,1
permdah proses layanan,0,0
Perbaiki sarana dan prasarana yang kurang baik,0,0
Sudah bagus,0,0
NA,0,0
"diharapkan kedepannya lebih baik lagi, dan harga tolong jangan terlalu tinggi",0,0
lebih ditingkatkan,1,1
lebih ditingkatkan lagi yang masih kurang dan dikembangkan lagi yang sudah bagus,1,1
---------------,1,1
sudah baik,1,1
No coment,1,1
tingkatkan,1,1
Layanan pusat bahasa sudah baik hanya saja mungkin diperlukan pembaharuan konsep ruangan agar tidak terkesan membosankan.,1,1
-,0,0
sudah bagus,1,1
terus pertahankan kinerja yang baik,0,0
sudah baik,0,0
"Bagus, saya tidak begitu mengikuti pusat bhs",0,0
Layanan pusat bahasa di tingkatkan lagi dan lebih ditingkatkan untuk informasi layanan disana .,0,0
untuk fasilitas dan pengajar (untuk kelas tambahan ESAP) sudah sangat baik,0,0
Tingkatkan,0,0
Meningkatkan terus kemampuan cara penyampaian materi kepada mahasiswa agar lebih cepat menyerap materi yang diajarkan,0,0
bagus hanya saja birokrasi terlalu berbelit-belit dalam mengurus dokumen. Apabila ingin cepat harus mengeluarkan biaya tambahan yang bagi mahasiswa cukup besar minimal 50 ribu,1,1
Harusnya kantor atau tempat pusat bahasa dipindahkan ke tempat yg lebih baik lagi atau yg lebih luas lagi,0,0
Semoga kedepannya semakin baik lagi,1,1
Bagus.,0,0
Semoga lebih baik dari sebelumnya,1,1
sangat baik,0,0
Cukup bagus,1,1
sudah bagus,0,0
-,0,1
semakin maju,0,0
tidak ada,1,1
sudah baik,0,0
ngantrinya kelamaan,0,0
ok,1,1
lebih ditingkatkan lagi performa manusia dan sistem,1,1
Sudah Bagus,0,0
tingkatkan lagi,0,0
baik,0,0
tingkatkan terus,1,1
Sangat baik,0,0
sudah bagus tp kariawannya setikit kaku,0,0
Sudah baik.,0,0
lebih ditingkatkan,1,1
Baik,0,0
Tetap Semangat ! :),0,0
lebih ditingkatkan lagi,0,1
dipermurah,0,0
-,0,0
,0,0
Sudah lumayan bagus,0,0
Semoga menjadi lebih baik,0,0
Mantap,1,1
layanan dalam bidang pusat bahasa nya sangat memuaskan XD,0,0
sudah sangat memuaskan,0,0
"sudah bagus, untuk kedepannya lebih ditingkatkan lagi",1,1
-,0,1
sudah bagus,0,0
kurang info soal yang kaya gini,0,0
Lebih baik lagi,1,1
tidak ada,0,0
sangat baik,0,0
bagus,1,1
baik,0,0
lebih ditingkatkan lagi,0,0
sudah cukup baik,1,1
Sudah memadai,0,0
harus lebih baik lagi,1,1
tidak ada saran/masukan karena yg sekarang sudah lebih bagus ga kaya dulu rebutan kalo mau esap,1,1
Semoga selalu yang terbaik,0,1
semoga layanan pusat bahasa bisa lebih baik lagi kedepannya.,0,0
lebih ditingkatkan lagi,0,0
Sudah baik.,0,0
pelayanan sudah sangat baik dan lancar,0,0
"Lebih ditingkatkan lagi dalam mempelajari bahasa, supaya mahasiswa/i lebih bersemangat dalam belajar bahasa,",1,1
layanan pusat bahasa sudah baik dan harus lebih baik lagi,1,1
tidak ada,0,0
lebih baik lagi,0,1
Sdh bagus,0,0
perlu ditingkatkan dan dipertahankan,1,1
"sudah bagus, pertahankan",0,0
"lebih ramah, petugas cowok terlalu bengis",0,0
.,0,0
nothing,1,1
sudah baik,0,1
terima kasih,0,0
Harus lebih baik lagi,0,1
Tingkatkan,0,0
saya belum menggunakan layanan ini. jadi saya  belum tahu kondisinya seperti apa,0,0
Layanan pusat bahasa sebaiknya dipisah gedungnya dan juga keterkaitan lab untuk test di perbanyak katena sangat banyak yg menganti,1,1
sudah baik..,0,1
